Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimNb,target
0.78,2,8,17,50,50,0,0,405,4,1,6.375024819828097
0.49,0,6,18,19,125,1,0,49,4,1,7.780365768768793
1.0,0,4,15,89,50,0,1,12,4,1,7.067319848653476
0.23,1,4,15,45,50,10,1,88,4,1,7.067319848653476
0.65,0,5,11,50,68,6,0,11,4,1,7.067319848653476
0.59,2,6,9,27,72,7,0,405,4,1,5.471808381957175
0.25,3,4,11,51,50,6,1,886,13,1,7.742935733533009
1.0,0,7,3,71,50,6,0,41,13,1,7.067319848653476
1.0,2,8,5,27,106,6,0,476,13,1,7.172240369829716
1.0,2,7,1,37,55,9,0,110,13,1,7.067319848653476
0.18,3,6,4,26,95,6,0,886,13,1,7.067319848653476
0.68,2,7,6,24,85,6,1,129,14,1,7.067319848653476
0.86,3,7,9,50,50,0,0,886,13,1,9.141143551121544
1.0,3,8,3,44,52,6,0,578,13,1,7.321823275897569
0.56,3,6,10,49,50,0,0,562,13,1,7.796201937626294
0.5,3,4,11,51,50,9,1,886,13,1,4.3511807545027805
1.0,2,4,11,37,50,6,1,138,13,1,7.067319848653476
0.87,4,5,7,48,50,10,1,3132,0,1,5.803537307793193
0.75,0,5,14,29,54,9,0,23,13,1,7.564591110082927
1.0,3,6,9,79,86,9,1,1974,13,1,7.067319848653476
1.0,1,10,16,33,90,9,0,76,13,1,7.067319848653476
0.99,1,10,11,28,85,10,1,62,13,1,7.067319848653476
0.72,2,10,11,33,51,4,0,369,15,1,3.672241812960913
1.0,0,6,6,55,100,4,0,47,13,2,7.067319848653476
1.0,0,6,11,36,72,6,0,24,13,1,7.696826087512236
0.42,0,4,1,55,62,0,1,48,4,1,7.15443565326793
0.43,2,6,10,42,50,0,0,210,17,2,4.298237333944173
1.0,0,8,13,31,71,0,0,31,4,1,7.067319848653476
0.61,3,5,15,47,50,7,1,741,4,1,4.430816798843313
1.0,0,6,16,41,85,6,0,48,4,1,7.067319848653476
0.6,0,6,9,44,50,6,0,48,4,1,7.067319848653476
0.41,0,7,8,53,50,0,0,48,4,1,7.067319848653476
0.33,3,4,1,20,100,0,1,1313,4,1,7.02919384725252
0.8,1,4,6,31,50,6,0,97,12,1,4.5217885770490405
0.55,3,6,5,28,100,6,0,1313,4,1,7.067319848653476
0.32,3,7,16,47,77,6,1,741,4,1,9.910264536815152
0.43,2,6,10,42,50,0,0,210,17,2,7.067319848653476
0.89,0,6,7,49,95,0,0,25,4,1,7.541316985124924
0.72,2,4,7,36,56,6,1,490,11,1,6.90065009685209
0.7,2,5,2,44,50,9,1,138,4,1,7.464985366252585
0.74,0,4,21,63,64,6,1,23,4,1,7.482242789754254
0.58,0,7,8,53,50,0,0,48,4,1,3.979681653901961
1.0,0,6,2,71,50,1,0,23,4,1,7.067319848653476
0.17,0,6,6,39,50,7,0,48,4,1,7.492203042618741
0.7,0,6,13,50,50,0,0,35,4,1,7.067319848653476
0.39,4,4,2,30,90,7,0,2710,5,1,7.067319848653476
1.0,0,8,14,43,52,0,0,33,4,1,2.772588722239781
1.0,2,7,2,52,50,2,0,106,4,1,5.091047164390117
1.0,2,10,12,65,62,6,0,221,14,1,7.067319848653476
0.26,0,7,16,45,58,0,1,22,18,1,7.1778740150533284
1.0,1,11,11,26,57,0,0,73,4,1,3.9689702858698963
1.0,0,5,12,53,50,0,1,41,4,1,7.067319848653476
0.66,0,8,4,44,50,1,0,26,4,1,7.067319848653476
1.0,0,7,15,58,62,2,0,7,4,1,7.067319848653476
0.92,0,6,8,59,56,6,0,23,4,1,7.02919384725252
1.0,3,4,9,68,55,9,1,568,4,1,5.484921407071298
0.8,0,7,2,33,50,0,0,21,4,1,7.067319848653476
0.88,2,6,9,48,50,6,0,369,4,1,5.162726712241688
0.65,0,5,0,37,50,0,0,9,4,1,5.439295959807609
0.68,0,8,4,44,50,0,0,26,4,1,7.067319848653476
1.0,2,7,10,55,50,10,1,197,18,1,7.067319848653476
1.0,0,7,15,47,95,0,1,8,4,1,7.02919384725252
0.48,2,8,11,54,58,7,1,206,17,1,7.067319848653476
1.0,4,6,2,50,58,7,0,2252,17,1,5.033374781065745
1.0,3,5,3,47,50,7,1,562,17,1,7.8363895153875305
0.85,4,6,13,51,50,0,0,2252,17,1,6.561765897669082
0.3,3,7,12,20,85,0,1,1313,4,1,6.843216757844566
0.34,3,7,3,45,50,0,0,972,17,1,7.067319848653476
1.0,4,5,3,59,50,0,0,9307,17,1,4.692997896353612
0.49,4,6,3,56,50,0,0,2252,17,1,5.707110264748875
0.78,1,6,16,23,90,7,1,71,4,1,7.883676256091223
0.86,4,5,2,54,69,0,0,2252,17,2,4.671145174911624
0.79,4,6,9,42,95,0,0,2252,17,1,7.067319848653476
0.77,2,7,17,54,50,2,0,353,17,2,7.067319848653476
0.54,4,5,4,50,62,7,1,2252,17,1,7.067319848653476
1.0,4,9,13,49,69,4,1,2252,17,2,7.067319848653476
0.77,2,7,17,54,50,2,0,353,17,2,7.231598099203208
0.86,4,5,2,54,69,0,0,2252,17,2,7.303392248771321
0.41,3,6,3,62,56,6,1,681,17,1,6.4115719319530164
0.34,4,7,8,22,100,6,1,2252,17,1,7.630951432892274
1.0,4,9,13,49,69,4,1,2252,17,2,6.375024819828097
0.18,3,7,8,21,100,6,1,1729,16,1,6.383641760889211
1.0,3,5,3,64,50,7,1,525,17,1,7.237152546931386
0.14,2,5,9,31,85,10,0,272,17,1,7.067319848653476
0.98,3,7,14,43,50,7,1,1847,17,1,7.116710652440972
0.3,3,5,13,20,100,6,0,878,17,1,7.067319848653476
0.19,0,8,15,39,50,4,0,44,18,1,7.067319848653476
0.56,4,5,12,34,147,6,0,2252,17,1,7.067319848653476
0.66,1,8,8,52,77,0,0,87,17,1,7.658350275945514
0.23,2,6,11,52,55,6,1,119,17,1,8.85827052257991
0.73,2,5,11,37,125,6,0,119,17,1,7.067319848653476
0.44,3,6,10,24,85,7,1,1535,14,1,7.02919384725252
0.38,3,5,13,20,100,6,0,878,17,1,7.067319848653476
1.0,3,6,19,42,65,0,1,607,17,1,7.067319848653476
0.82,4,7,1,26,72,1,0,2252,17,1,8.333301602767039
0.69,2,7,2,53,50,7,0,297,17,1,6.700608100752526
0.87,1,6,10,31,58,0,0,92,17,1,7.067319848653476
1.0,3,7,13,56,50,6,1,681,17,1,7.067319848653476
0.62,4,6,10,27,95,10,0,3699,17,1,7.067319848653476
0.02,0,9,11,26,80,2,1,15,4,1,6.442874505475142
0.16,3,14,9,63,50,7,1,1225,17,1,7.136045563115877
1.0,1,11,35,51,50,0,0,57,17,1,7.067319848653476
0.67,1,8,8,42,68,6,0,94,18,1,7.067319848653476
0.05,1,5,17,22,95,6,1,85,11,1,7.067319848653476
1.0,2,7,2,35,64,6,1,164,4,1,7.02919384725252
1.0,3,7,11,53,62,7,1,1408,11,1,7.067319848653476
0.41,2,6,1,58,50,6,1,169,11,1,6.666536856940396
0.41,3,7,14,54,64,0,1,1408,11,1,3.288401887516811
0.11,3,6,0,42,50,0,0,1408,11,1,7.067319848653476
0.02,3,5,6,27,95,7,0,1408,11,1,9.807982203687564
0.27,3,11,7,29,64,8,1,763,11,1,7.2423901143292975
0.66,3,5,3,33,100,7,1,1408,11,1,7.067319848653476
0.72,2,10,15,36,50,9,1,484,11,1,7.067319848653476
0.99,3,4,17,54,62,9,0,1408,11,1,6.375024819828097
1.0,3,5,8,30,68,6,0,1408,11,1,6.627366545357821
1.0,3,6,8,64,50,0,0,1408,11,1,7.067319848653476
0.01,3,5,0,32,50,6,1,1408,11,1,8.804029406231292
0.79,3,11,5,31,72,3,0,1408,11,1,6.375024819828097
1.0,3,4,3,44,50,8,1,1408,11,1,4.514150787600923
0.63,3,6,12,20,100,9,1,1408,11,1,7.067319848653476
0.36,2,4,1,23,80,6,1,127,11,1,5.393627546352362
1.0,2,6,13,39,50,6,0,498,11,1,7.067319848653476
0.6,3,4,9,39,95,4,1,1408,11,1,7.067319848653476
0.83,3,5,11,22,90,6,1,1408,11,1,4.815674193755838
0.71,3,7,14,29,90,6,1,1408,11,1,6.375024819828097
1.0,1,6,14,48,58,0,0,85,11,1,7.067319848653476
1.0,2,5,6,27,76,0,1,144,11,1,7.067319848653476
1.0,1,6,3,41,76,6,1,64,11,1,7.067319848653476
0.17,3,5,12,43,100,6,0,1408,11,1,8.415133887424792
0.76,2,7,13,20,100,6,1,169,11,1,8.297244530998547
0.78,3,5,14,64,64,6,0,1408,11,1,5.4640436469922955
0.19,4,7,6,31,54,8,0,3386,12,1,7.067319848653476
0.9,3,6,15,43,62,0,0,1408,11,1,7.067319848653476
0.9,3,7,12,33,68,0,1,675,19,1,4.159820144181012
1.0,3,4,6,64,62,10,1,1408,11,1,7.067319848653476
0.03,3,9,15,41,50,4,0,1408,11,1,7.067319848653476
0.01,0,6,10,60,50,6,0,26,4,1,7.067319848653476
0.18,2,7,14,35,95,0,1,115,4,1,7.067319848653476
0.11,2,15,4,47,50,6,1,192,4,1,6.683898973719169
1.0,1,7,9,52,50,6,0,72,4,1,7.02919384725252
1.0,2,4,13,22,85,0,1,192,4,1,4.336898507056134
1.0,0,5,2,36,50,6,0,9,4,1,6.664179402153433
1.0,2,7,14,54,50,10,0,115,4,1,4.336898507056134
0.7,1,5,11,66,78,7,0,71,0,1,7.067319848653476
1.0,0,4,3,63,62,10,1,37,4,1,7.067319848653476
0.15,1,7,7,33,67,0,1,51,4,1,7.067319848653476
0.32,2,6,8,27,100,7,0,196,6,1,7.997498352181181
1.0,2,4,15,82,50,0,1,115,4,1,7.067319848653476
0.75,0,6,3,33,51,9,0,26,4,1,7.890956716138919
0.42,1,4,6,37,50,0,1,64,4,1,7.306887040389573
0.66,3,7,0,50,50,7,1,550,0,1,4.087823345231835
1.0,1,7,13,33,60,9,1,64,4,1,4.400725712106366
1.0,2,6,5,78,73,6,0,115,4,1,7.067319848653476
0.58,2,9,6,43,50,2,1,252,4,1,7.067319848653476
0.49,0,6,11,52,67,6,0,41,4,1,7.067319848653476
0.64,0,6,11,88,50,0,1,37,4,1,7.067319848653476
0.55,4,5,9,42,100,8,0,3661,0,1,7.067319848653476
0.81,3,7,14,30,100,7,1,1313,4,1,6.508336852790277
1.0,2,10,6,40,73,9,1,133,4,1,7.315072005120438
1.0,2,9,4,50,50,3,0,115,4,1,7.067319848653476
0.17,2,10,21,49,50,1,0,192,4,1,7.683684488769137
0.72,1,6,9,30,72,0,0,71,4,1,7.067319848653476
0.34,3,10,13,30,72,1,0,1920,11,1,8.387758538539378
1.0,0,5,8,49,62,9,0,26,4,1,7.067319848653476
0.81,2,9,15,47,50,4,1,192,4,1,7.422373700986824
0.78,2,6,4,34,50,0,0,186,4,1,7.067319848653476
0.29,2,5,2,27,125,7,0,196,6,1,7.067319848653476
1.0,2,5,8,82,50,0,1,192,4,1,7.067319848653476
0.64,0,7,4,29,57,0,1,27,4,1,5.629238510035678
1.0,0,7,2,26,76,0,0,23,4,1,7.273259133137689
1.0,1,4,12,44,50,6,1,57,4,1,5.031678981024605
0.16,0,4,10,75,50,6,1,21,4,1,8.426462907857855
0.19,1,4,10,40,50,7,1,57,4,1,7.488198379128823
0.33,3,6,4,29,50,9,1,1313,4,1,6.112818975520158
0.0054794520547945,1,9,10,43,50,0,1,57,4,1,8.393333731631254
1.0,2,11,7,27,76,6,1,109,4,1,6.33693192019845
1.0,2,5,4,31,56,0,0,430,0,1,7.067319848653476
0.3,0,6,7,36,72,0,0,11,4,1,7.924470363683172
1.0,5,5,3,25,90,0,1,27000,0,1,7.067319848653476
0.4,0,8,1,60,50,1,0,15,4,1,8.42853464039819
1.0,0,4,3,52,50,6,0,10,4,1,7.355225681235331
0.43,1,9,8,47,50,2,1,57,4,1,7.298066139318624
0.23,2,6,3,31,57,8,0,405,4,1,7.067319848653476
1.0,1,7,1,35,54,8,0,57,4,1,5.530024148522735
1.0,4,7,10,54,56,2,1,4116,4,1,6.775251929169043
1.0,1,9,16,35,50,2,1,88,4,1,7.067319848653476
0.3,2,11,12,60,50,6,1,186,4,1,5.033374781065745
0.48,1,5,3,74,112,6,1,57,4,1,10.906926518701193
1.0,0,7,3,62,56,0,0,11,4,1,6.375024819828097
0.98,1,7,14,50,50,6,0,57,4,1,6.630696578167487
0.7,0,8,13,71,50,0,0,27,4,1,7.067319848653476
0.69,2,6,0,24,100,7,0,105,4,1,5.432979369791433
1.0,1,7,11,32,50,2,1,57,4,1,5.650803549865314
1.0,0,8,13,26,75,6,0,23,4,1,7.067319848653476
0.87,0,10,11,27,106,6,1,11,4,1,7.067319848653476
1.0,0,7,3,70,50,3,1,11,4,1,7.055459510754398
1.0,0,8,2,45,96,7,0,13,4,1,7.067319848653476
0.96,4,4,13,22,112,9,0,6485,0,1,7.067319848653476
0.5,1,4,5,22,100,6,1,57,4,2,5.840990433753148
0.77,3,12,5,46,90,0,1,1313,4,1,7.02919384725252
0.94,3,7,10,35,53,2,1,1943,4,1,7.683187267214468
1.0,3,6,4,29,68,0,0,1313,4,1,7.299817636822992
0.93,1,6,12,37,59,6,0,57,4,1,7.067319848653476
1.0,0,5,13,37,62,9,0,11,4,1,7.029087564149662
1.0,1,4,12,48,118,6,1,57,4,1,7.067319848653476
0.5,1,4,5,22,100,6,1,57,4,2,7.067319848653476
1.0,0,4,18,38,55,9,1,12,16,1,7.067319848653476
0.06,1,8,18,74,50,3,1,75,4,1,7.067319848653476
1.0,1,7,11,47,67,6,0,84,11,1,7.526006484688076
0.74,1,8,15,28,76,6,0,72,11,1,7.283249033094317
1.0,2,5,3,52,50,6,1,213,16,1,7.067319848653476
1.0,2,7,5,62,73,6,0,213,16,1,7.067319848653476
1.0,0,14,12,30,88,3,0,23,16,2,7.067319848653476
1.0,2,7,7,71,50,6,0,451,11,1,7.067319848653476
0.29,0,7,13,59,54,6,1,25,16,1,3.5926438462331105
0.21,0,6,13,48,50,0,0,5,16,1,5.161064773121661
1.0,2,5,6,51,58,7,0,213,16,2,6.689885297920587
0.32,0,8,5,51,50,6,0,10,16,2,7.1559191940484865
0.69,2,5,14,72,62,0,1,170,4,1,7.02919384725252
1.0,2,7,13,44,50,7,1,213,16,1,6.031262016982048
0.72,2,4,12,38,50,7,0,213,16,1,9.244526316541705
0.33,1,13,7,40,63,1,0,84,11,1,7.067319848653476
0.96,2,5,11,68,62,10,1,451,11,1,7.067319848653476
0.32,0,8,5,51,50,6,0,10,16,2,7.745292804751459
0.37,2,6,8,48,50,7,0,204,11,1,6.87722390394496
1.0,2,7,2,37,50,10,0,213,16,1,7.067319848653476
0.25,1,7,2,38,74,7,1,86,4,1,7.02919384725252
0.07,4,5,1,41,53,7,1,4650,0,1,7.067319848653476
0.48,2,6,12,52,50,0,0,213,16,1,7.052634540300222
0.89,2,8,3,53,77,1,0,485,16,1,7.067319848653476
1.0,0,6,1,47,62,6,0,8,16,1,7.629290674000386
0.48,2,6,8,31,50,0,0,213,16,1,7.601362353774516
1.0,0,4,12,67,50,6,1,22,11,1,7.067319848653476
1.0,2,6,10,50,58,10,0,337,11,1,6.446227626937433
0.13,2,5,17,23,100,7,0,208,11,1,7.00397413672268
0.23,3,7,8,90,50,6,1,1313,4,2,7.02919384725252
0.56,0,6,0,35,50,6,0,22,16,1,5.7535245665510155
1.0,0,6,10,45,90,10,0,15,16,1,7.067319848653476
1.0,2,5,12,36,67,7,1,235,16,1,7.067319848653476
1.0,0,5,10,40,72,6,1,25,16,1,7.241366283322318
0.5,3,5,9,25,100,0,0,636,16,1,5.352994927838733
0.32,0,5,6,27,64,0,0,5,16,1,7.6838639802564295
1.0,0,5,11,47,50,6,0,23,16,1,6.94301623957601
1.0,0,6,9,48,50,0,0,6,16,1,6.375024819828097
0.28,0,7,12,54,62,6,0,12,16,1,7.067319848653476
1.0,2,7,3,52,50,1,0,213,16,1,8.500736520160688
1.0,0,14,12,30,88,3,0,23,16,2,5.977112040883582
1.0,0,4,14,60,50,6,1,24,16,1,7.067319848653476
1.0,0,4,11,39,68,0,1,10,16,1,5.768945800562614
1.0,2,6,5,40,69,10,0,309,15,1,7.067319848653476
0.61,2,4,3,72,50,6,0,337,11,1,7.719129840906732
1.0,2,6,11,43,50,6,0,243,16,1,7.067319848653476
1.0,0,7,8,79,62,9,1,20,16,1,7.067319848653476
0.47,2,7,11,48,67,0,1,141,4,1,7.067319848653476
0.78,2,5,6,32,85,6,0,213,16,1,7.067319848653476
0.25,2,7,4,54,50,2,1,214,4,1,7.458624354282427
0.04,0,4,13,58,50,8,0,30,16,1,7.067319848653476
1.0,2,5,6,51,58,7,0,213,16,2,7.067319848653476
0.03,2,5,11,68,73,10,1,451,11,1,7.067319848653476
0.11,2,6,4,41,50,7,0,213,16,1,7.662759263087188
1.0,1,6,7,30,76,0,1,83,4,1,5.907648061014871
0.5,2,5,16,43,54,10,1,286,4,1,7.067319848653476
0.01,0,5,12,30,68,6,0,41,4,1,6.140035402916683
1.0,2,5,6,51,55,9,1,186,4,1,7.067319848653476
1.0,2,8,13,44,50,7,1,405,4,1,7.6351154627117115
1.0,1,6,5,34,51,4,1,53,4,2,4.191168746857641
0.31,1,6,16,52,50,9,1,53,4,1,8.208764045819667
1.0,1,4,11,66,55,0,1,53,4,1,7.067319848653476
0.49,2,6,10,58,50,6,1,186,4,1,6.654113859642095
0.75,4,6,5,33,57,6,0,2884,0,1,6.225132521878404
0.2,0,4,13,48,50,6,1,41,4,1,7.240527823030186
0.61,0,6,3,67,50,6,0,12,4,1,7.067319848653476
1.0,1,5,14,76,50,6,1,53,4,1,7.067319848653476
1.0,2,9,12,56,50,6,1,186,4,1,7.067319848653476
0.24,2,6,12,32,100,0,0,186,4,1,6.298434408467047
0.64,3,5,11,41,50,6,0,1313,4,1,7.02919384725252
0.64,2,8,14,72,55,1,0,186,4,1,8.294299608857235
0.93,2,6,14,37,68,0,0,164,4,1,6.4242367332900505
0.09,1,5,11,19,95,6,0,53,4,1,7.149131598557407
1.0,1,7,20,37,90,0,1,66,4,1,7.067319848653476
0.12,0,7,11,52,50,6,1,47,4,1,5.176375695742794
1.0,1,6,5,34,51,4,1,53,4,2,7.067319848653476
0.14,1,6,9,20,100,0,0,71,4,1,7.067319848653476
1.0,0,5,16,66,62,0,0,27,4,2,7.067319848653476
0.06,0,4,13,49,50,6,0,27,4,1,7.067319848653476
0.49,2,5,2,46,62,6,0,298,4,1,7.067319848653476
1.0,0,6,7,63,50,6,0,10,4,1,6.895399256772553
0.83,0,6,10,73,50,0,0,19,4,1,7.067319848653476
1.0,0,5,16,66,62,0,0,27,4,2,7.067319848653476
1.0,0,6,3,65,62,0,0,15,4,1,7.067319848653476
0.63,3,11,12,56,50,6,1,1313,4,1,5.548764752389592
0.38,3,9,9,51,50,6,1,1313,4,1,7.02919384725252
1.0,0,7,13,52,50,6,1,18,4,2,4.419322419417578
1.0,0,5,14,63,58,6,0,10,4,2,7.067319848653476
1.0,2,6,5,54,50,0,1,370,4,1,4.271374364570287
1.0,0,6,8,51,50,0,0,18,4,1,7.067319848653476
0.46,1,6,14,52,50,6,0,50,4,1,7.067319848653476
1.0,0,4,15,47,50,6,1,18,4,1,7.067319848653476
0.92,0,4,14,36,60,7,0,27,4,1,6.86651653096554
1.0,0,5,13,51,50,6,0,15,4,1,6.851163763248618
0.63,0,8,6,34,62,6,0,36,4,1,8.747792082492154
1.0,0,7,11,65,50,6,0,15,4,1,6.375024819828097
0.46,1,7,0,65,50,7,0,50,4,1,4.371471120734365
0.58,0,6,2,75,50,6,0,18,4,1,7.067319848653476
1.0,0,6,12,70,50,0,1,39,4,1,4.419442836059304
1.0,0,4,9,44,90,6,0,27,4,1,6.846358484116814
1.0,0,5,12,89,50,6,0,19,4,1,7.067319848653476
0.52,1,5,3,24,100,6,0,57,4,1,7.067319848653476
0.03,2,6,1,38,50,0,1,104,20,1,7.391045252553607
1.0,0,5,4,66,50,6,1,18,4,1,7.067319848653476
0.89,1,5,1,55,50,10,1,86,4,1,5.430003307373411
1.0,3,5,5,70,50,0,1,741,4,1,7.067319848653476
1.0,0,7,13,52,50,6,1,18,4,2,7.248895176533744
1.0,0,5,14,63,58,6,0,10,4,2,7.067319848653476
1.0,0,6,7,70,50,0,0,18,4,1,7.067319848653476
0.9,4,7,16,19,112,7,1,6313,0,1,7.067319848653476
1.0,4,12,3,60,50,1,1,3374,9,1,7.067319848653476
1.0,4,5,6,43,59,7,0,3374,9,1,7.067319848653476
0.67,3,5,3,44,50,7,0,642,9,1,7.067319848653476
1.0,0,7,7,65,50,3,1,30,4,1,7.4652144573917685
1.0,4,5,3,54,50,6,1,3374,9,1,7.067319848653476
1.0,3,7,12,52,76,7,1,745,17,1,7.067319848653476
1.0,3,6,10,31,75,0,0,1719,17,1,7.067319848653476
0.05,3,7,9,38,50,10,1,745,17,1,7.067532954674527
0.6,3,6,11,37,54,10,0,1913,17,2,5.5624492985395575
0.33,2,7,5,69,50,6,0,143,6,1,7.652526699161218
0.01,2,7,12,23,106,6,0,182,4,1,7.677891278070193
0.08,1,7,15,40,70,6,1,61,17,1,9.858649169782797
0.11,3,6,14,51,54,6,0,1291,17,1,6.063110562560427
1.0,2,15,1,28,50,3,1,421,4,1,6.165333817086952
0.52,3,9,10,24,90,2,1,745,17,1,4.44640889360315
0.82,3,4,16,49,50,0,1,745,17,2,6.070414350086383
0.52,4,5,9,26,95,0,1,8549,17,2,7.067319848653476
0.18,4,6,7,24,50,3,1,3103,17,1,2.136530508663963
1.0,3,6,7,57,50,0,0,1719,17,1,4.087655574071304
0.71,1,5,15,44,50,8,1,90,17,1,7.24564793490148
1.0,1,9,13,64,55,1,0,84,17,1,7.1343568444676375
0.2,3,5,8,26,68,0,1,1719,17,1,6.066641590458538
0.52,4,5,9,26,95,0,1,8549,17,2,7.067319848653476
0.77,3,8,16,52,62,6,1,745,17,1,6.952202693717432
1.0,1,5,1,51,50,0,1,90,17,1,7.128616227138795
1.0,3,7,12,50,62,7,1,745,17,1,7.067319848653476
1.0,2,10,4,42,58,9,1,298,4,1,7.02919384725252
0.77,4,6,8,35,64,0,1,9307,17,1,8.307730627157891
0.37,1,5,11,56,50,6,0,71,17,1,7.067319848653476
0.42,3,7,12,44,60,2,0,745,17,1,4.257171777528256
1.0,2,10,13,47,50,9,0,203,17,1,7.067319848653476
0.27,0,8,15,21,100,6,1,46,17,2,7.231634266745736
0.6,3,6,11,37,54,10,0,1913,17,2,5.268528037737284
0.69,2,6,7,40,100,6,0,355,17,1,6.127720350153853
0.9,3,4,14,21,95,6,0,745,17,1,6.3726198859985645
0.74,2,9,2,33,80,10,0,182,17,1,6.897694842067519
0.75,4,6,17,64,71,0,0,3233,17,1,5.552959584921617
0.73,4,5,11,32,68,0,0,9307,17,1,7.067319848653476
0.13,3,11,4,52,50,7,1,745,17,1,4.3351970473170836
0.27,0,8,15,21,100,6,1,46,17,2,5.885270350701578
0.25,3,7,14,27,76,0,1,745,17,1,7.067319848653476
0.44,2,6,1,37,50,10,0,173,17,1,6.32220610902021
0.23,3,7,8,90,50,6,1,1313,4,2,6.482342533064276
0.82,1,10,22,56,64,1,0,90,17,1,6.538516019278017
0.66,3,6,13,38,85,0,0,745,17,2,6.242087069410477
1.0,3,4,2,68,62,6,0,745,17,1,8.341410211461865
0.65,2,6,11,52,50,0,0,245,6,1,6.073620405121214
0.66,3,6,13,38,85,0,0,745,17,2,7.067319848653476
1.0,4,5,11,27,100,6,1,9307,17,1,7.02919384725252
0.31,1,7,8,44,68,6,0,61,17,1,7.136260431191684
0.64,3,6,7,35,64,0,0,745,17,1,2.489064659936664
0.51,2,5,4,35,51,0,0,311,17,1,8.711370852681725
0.51,4,6,6,20,100,0,0,4393,0,1,7.511316862999618
0.66,2,6,4,65,50,0,0,257,17,1,4.201403634515509
0.82,3,4,16,49,50,0,1,745,17,2,5.919082008614019
0.69,3,4,7,52,62,8,0,745,17,1,7.067319848653476
1.0,3,5,4,72,50,0,1,745,17,1,7.067319848653476
0.94,4,8,1,34,50,3,0,9307,17,1,7.067319848653476
1.0,1,9,8,27,75,0,1,76,17,1,7.140056768081112
0.78,0,6,11,38,57,0,0,40,17,1,7.067319848653476
0.4,0,4,1,46,50,0,1,46,17,1,4.287166353649922
0.4,3,9,6,22,100,6,1,745,17,1,7.138160401157038
0.28,1,5,15,44,62,8,1,90,17,1,7.067319848653476
0.75,4,6,7,24,60,3,1,3103,17,1,6.2513835165848075
1.0,2,5,5,69,50,9,0,128,17,1,5.349010480863555
1.0,2,6,4,41,50,3,1,214,4,1,7.02919384725252
0.07,3,5,4,24,125,6,0,881,13,1,9.866969823028938
1.0,3,6,12,46,82,0,0,881,13,1,7.067319848653476
0.98,0,4,1,51,85,6,1,45,13,1,7.067319848653476
0.41,0,6,4,61,50,8,0,21,11,1,5.019066319574108
1.0,3,8,1,43,62,8,1,1313,4,1,7.02919384725252
0.86,3,4,9,44,106,10,1,881,13,1,6.161650261557414
0.23,1,8,16,18,100,6,1,63,13,1,9.210440366976517
0.24,3,7,8,45,50,10,1,610,20,1,6.57769444532185
1.0,4,7,3,66,50,2,0,2715,20,1,5.9637849780012395
0.03,4,7,1,41,50,7,0,3744,20,1,9.798182590890704
0.95,3,5,2,29,63,6,0,610,20,1,7.067319848653476
1.0,3,4,2,39,95,6,0,583,20,1,7.067319848653476
0.36,3,6,12,50,50,0,0,613,20,1,8.246289570203274
0.17,4,6,8,42,50,0,0,3744,20,1,4.249637446628136
0.02,4,4,3,23,95,7,1,3744,20,1,7.067319848653476
1.0,3,4,15,29,82,6,1,1629,20,1,7.067319848653476
0.24,4,7,17,41,68,1,1,3744,20,1,7.067319848653476
0.09,4,11,8,32,64,6,1,3744,20,1,9.051815807312108
1.0,2,12,3,45,56,1,0,298,4,1,6.33693192019845
0.93,3,4,3,65,50,0,1,883,20,1,7.067319848653476
1.0,3,5,2,56,50,0,0,1403,20,1,7.067319848653476
1.0,0,6,10,37,70,4,1,30,20,1,7.067319848653476
0.23,4,6,10,45,55,0,1,3744,20,1,8.6887082342702
0.38,4,4,36,42,62,8,0,3744,20,1,8.336390480591552
0.83,1,8,13,27,80,6,0,88,4,1,7.02919384725252
1.0,3,10,10,42,55,6,1,1232,20,1,7.067319848653476
1.0,3,6,7,49,50,6,0,1403,20,1,2.2417729535972883
1.0,3,5,1,45,50,6,0,999,20,1,7.608771417920778
1.0,1,4,4,57,50,0,0,75,20,1,4.332311042427949
1.0,4,7,3,35,62,6,1,3744,20,1,7.067319848653476
0.0081967213114754,1,6,7,22,90,7,0,84,4,1,7.85005288138245
1.0,2,5,6,51,62,6,1,177,20,1,7.067319848653476
1.0,3,5,5,62,50,7,0,610,20,1,7.346674505349245
0.78,4,7,6,50,50,6,1,3744,20,1,7.132449627189001
1.0,3,4,15,42,50,6,1,828,20,1,7.067319848653476
1.0,2,7,14,45,62,1,0,113,20,1,6.378511069692128
0.49,4,6,8,55,50,0,0,3744,20,1,6.97943387401603
1.0,3,5,3,37,51,0,1,1313,4,1,4.334935027140031
0.8,2,9,1,34,50,7,0,388,20,1,7.067319848653476
0.12,3,5,1,53,50,6,0,613,20,1,8.08282539577619
1.0,2,13,25,54,50,6,1,101,20,1,7.067319848653476
0.33,4,6,4,33,85,8,1,3744,20,1,7.886408415969947
0.4,4,5,6,63,50,6,1,3744,20,1,7.067319848653476
0.63,0,5,10,24,72,9,0,19,4,1,5.0605676628444645
0.49,4,4,8,44,50,6,1,3744,20,1,9.037923204386036
0.58,3,6,6,27,76,10,1,1403,20,1,7.080741732298411
1.0,4,6,4,41,50,6,0,3744,20,1,1.803358605071407
1.0,3,8,5,65,67,1,0,613,20,1,7.067319848653476
1.0,4,6,7,53,50,0,0,3744,20,1,7.067319848653476
