date,recession_probability,1_month_recession_probability,3_month_recession_probability,6_month_recession_probability,1_year_rate,3_months_rate,6_months_rate,CPI,INDPRO,10_year_rate,share_price,unemployment_rate,PPI,OECD_CLI_index,CSI_index,Year,Quarter_Number,Month_Number,gdp_per_capita,seasonally_adjusted_INDPRO,seasonally_adjusted_CPI,seasonally_adjusted_unemployment_rate,anomaly_INDPRO,anomaly_CPI,anomaly_unemployment_rate,anomaly_PPI,anomaly_share_price,anomaly_1_year_rate,anomaly_3_months_rate,anomaly_6_months_rate,anomaly_10_year_rate,CPI_trend,INDPRO_trend,unemployment_rate_trend,PPI_trend,seasonally_adjusted_PPI,1_year_rate_acf1_original,1_year_rate_sumsq_acf_original,1_year_rate_acf1_diff1,1_year_rate_sumsq_acf_diff1,1_year_rate_acf1_diff2,1_year_rate_sumsq_acf_diff2,1_year_rate_acf_seasonal,3_months_rate_acf1_original,3_months_rate_sumsq_acf_original,3_months_rate_acf1_diff1,3_months_rate_sumsq_acf_diff1,3_months_rate_acf1_diff2,3_months_rate_sumsq_acf_diff2,3_months_rate_acf_seasonal,6_months_rate_acf1_original,6_months_rate_sumsq_acf_original,6_months_rate_acf1_diff1,6_months_rate_sumsq_acf_diff1,6_months_rate_acf1_diff2,6_months_rate_sumsq_acf_diff2,6_months_rate_acf_seasonal,CPI_acf1_original,CPI_sumsq_acf_original,CPI_acf1_diff1,CPI_sumsq_acf_diff1,CPI_acf1_diff2,CPI_sumsq_acf_diff2,CPI_acf_seasonal,INDPRO_acf1_original,INDPRO_sumsq_acf_original,INDPRO_acf1_diff1,INDPRO_sumsq_acf_diff1,INDPRO_acf1_diff2,INDPRO_sumsq_acf_diff2,INDPRO_acf_seasonal,10_year_rate_acf1_original,10_year_rate_sumsq_acf_original,10_year_rate_acf1_diff1,10_year_rate_sumsq_acf_diff1,10_year_rate_acf1_diff2,10_year_rate_sumsq_acf_diff2,10_year_rate_acf_seasonal,share_price_acf1_original,share_price_sumsq_acf_original,share_price_acf1_diff1,share_price_sumsq_acf_diff1,share_price_acf1_diff2,share_price_sumsq_acf_diff2,share_price_acf_seasonal,unemployment_rate_acf1_original,unemployment_rate_sumsq_acf_original,unemployment_rate_acf1_diff1,unemployment_rate_sumsq_acf_diff1,unemployment_rate_acf1_diff2,unemployment_rate_sumsq_acf_diff2,unemployment_rate_acf_seasonal,PPI_acf1_original,PPI_sumsq_acf_original,PPI_acf1_diff1,PPI_sumsq_acf_diff1,PPI_acf1_diff2,PPI_sumsq_acf_diff2,PPI_acf_seasonal,OECD_CLI_index_acf1_original,OECD_CLI_index_sumsq_acf_original,OECD_CLI_index_acf1_diff1,OECD_CLI_index_sumsq_acf_diff1,OECD_CLI_index_acf1_diff2,OECD_CLI_index_sumsq_acf_diff2,OECD_CLI_index_acf_seasonal,CSI_index_acf1_original,CSI_index_sumsq_acf_original,CSI_index_acf1_diff1,CSI_index_sumsq_acf_diff1,CSI_index_acf1_diff2,CSI_index_sumsq_acf_diff2,CSI_index_acf_seasonal,gdp_per_capita_acf1_original,gdp_per_capita_sumsq_acf_original,gdp_per_capita_acf1_diff1,gdp_per_capita_sumsq_acf_diff1,gdp_per_capita_acf1_diff2,gdp_per_capita_sumsq_acf_diff2,gdp_per_capita_acf_seasonal
1996-03-01,0.1,0.0,0.0,0.0,5.060952380952381,4.962380952380952,4.961904761904762,155.5,73.5141,6.27,4.352654965154928,5.5,126.5,98.9340002501361,93.7,1996,1,3,43657.0,73.52147831160218,155.49399465067344,5.477955109494339,0,0,0,0,0,0,0,0,0,155.45048910860152,74.07203990052648,5.488888846892745,126.43843903122568,125.93242209174775,0.9768147933269624,7.221628044069303,0.35824677475043276,0.24271882886464652,-0.14168032758638882,0.3035125635904381,,0.9743811051432145,7.053490184095612,0.3257171906481132,0.2808858337346218,-0.177904217287944,0.3214478170584493,,0.9756981577066485,7.166070636746936,0.339643762263861,0.2655042743625621,-0.16591641190427808,0.31234267570644636,,0.992961216239854,9.232876798745519,0.6248517026785128,1.9836290536367078,-0.3164563576411326,0.15004978744306505,,0.9888212588038977,8.731435446070252,0.35331392812906076,0.294016104781747,-0.4295615033739912,0.20741154657624752,,0.9838222128384773,7.918969491235983,0.33374335408313427,0.16798207476445656,-0.16107368332935063,0.25325954743790147,,0.9899846618546768,8.935116872182887,0.2867523085911727,0.09979461345012,-0.2878843399962772,0.15276421065222087,,0.9883500465934574,7.909526841493754,0.19382137857705178,0.2983682701301217,-0.5313141683778232,0.31542855516530377,,0.9927241262331575,9.13983983268464,0.2962564921342357,0.4591657263497037,-0.5101524579300978,0.27684900350081526,,0.9876270354029254,5.290008860112802,0.9608880618170771,2.6477950209148764,0.8791728136573448,1.623787892453776,,0.9441014392651943,5.8011301502971335,-0.00429423579999891,0.026803323108832117,-0.47605335397396836,0.2372810670207607,,0.9916123506159294,9.078550725134127,0.7639339436431819,1.1706384990617202,-8.954783893824747e-05,0.1850503168477063,
1996-04-01,0.0,0.0,0.06,0.0,5.234545454545454,4.951818181818182,5.060909090909092,156.1,74.2491,6.51,4.3559706736763735,5.6,126.0,99.1136738088346,92.7,1996,2,4,43856.0,74.3753648656506,156.0202172595811,5.506445577235265,0,0,0,0,0,0,0,0,0,155.8336021297446,74.3836754191818,5.463783283733602,126.46018421088483,125.52896767443616,0.9770087772072817,7.227941827145736,0.3588811181324472,0.24327248566522394,-0.14257275510280773,0.3033837060533031,,0.9744159360433512,7.054778108239914,0.3257034848890336,0.28086821675292817,-0.17816339489663358,0.32135660638668145,,0.9758242342147908,7.169295018971499,0.3397932515398116,0.2656542896094735,-0.16614533025582748,0.3123376072147989,,0.9929507670957873,9.234026861423942,0.6247680225505041,1.9716122480960918,-0.3150199989683126,0.14964419485040373,,0.9885363446090796,8.730563004300913,0.347784076188376,0.29240854196715965,-0.44000050561351156,0.21401731434588864,,0.9841024974344412,7.931993386169333,0.33588533650986024,0.16910170889798215,-0.16213604682422772,0.2529724283748515,,0.9901172804412199,8.932239969198417,0.2867831013808637,0.09986921075481625,-0.2880455722055426,0.15278885560109845,,0.9884576539256533,7.911862180053727,0.19363828356455542,0.2973715027071912,-0.5305292603136277,0.3141164324822345,,0.992839478805441,9.147435410918726,0.2954230836012488,0.4618683248645864,-0.5098866841455666,0.2766264176715026,,0.9878146719401699,5.298646235275534,0.9608681633060435,2.6450925591669896,0.879402647251352,1.6240591955840913,,0.9444357093006377,5.804079458920522,-0.005390659507963638,0.026823122668926513,-0.47803486105760745,0.23925139401392168,,0.9915131271956577,9.074887553956554,0.7654730777459371,1.1737510535989015,-8.929049893638459e-05,0.1850502168652535,
1996-05-01,0.0,0.0,0.02,0.0,5.325909090909091,5.015454545454546,5.119545454545454,156.4,74.8142,6.74,4.38725677274606,5.6,126.2,99.2812890317234,89.4,1996,2,5,43939.0,74.83053436514248,156.4071806792737,5.649062278082771,0,0,0,0,0,0,0,0,0,156.2235870980519,74.7084827020405,5.439289428615402,126.54689837667178,125.72842638993149,0.9771225718057669,7.234993324726706,0.3590296766350753,0.24339386616622433,-0.14240707973400166,0.30361351273019055,,0.9745005557913594,7.057246334927059,0.3256860294014556,0.2808115532002576,-0.17822566338366763,0.32116445259655907,,0.9759128382299966,7.173477870503587,0.3398362150296542,0.26567769973402744,-0.16611413922558477,0.31242338644820533,,0.9929776118855884,9.235341371017322,0.6240886755903967,1.9705897756409592,-0.31509201825988276,0.15149325387013066,,0.9883621579226493,8.726540132811685,0.35201378400516986,0.2968089795046997,-0.4420604013837016,0.2151508195016274,,0.9843330590681026,7.9457583419044315,0.33674798572085984,0.16881043083413427,-0.1620917249259894,0.2530474007765683,,0.990038134934259,8.92900022510054,0.2864177774240358,0.09961963868272036,-0.2877630574068861,0.15386973991646524,,0.9884740535498568,7.914180924248898,0.1935975195295722,0.29738285884187304,-0.5307692307692305,0.31421091387245204,,0.9928589535793956,9.154081853761273,0.29569225894457196,0.4624282691577915,-0.5108355975065997,0.2773903510715633,,0.9879539397039123,5.306307152326185,0.9610310816828392,2.6453081802462868,0.8792294868590773,1.6236174150194043,,0.9449383454425787,5.811321129822352,-0.004686568566850544,0.028074750923534602,-0.4762760782786704,0.2380561639845125,,0.991523086158449,9.07174326901147,0.7665395310741803,1.1774155688253343,-4.0414269690329953e-05,0.189847278259244,
1996-06-01,0.0,0.06,0.0,0.02,5.482,5.093999999999999,5.2455,156.7,75.3726,6.91,4.401866900880362,5.3,125.5,99.41689234055892,92.4,1996,2,6,44022.0,75.43352202973622,156.72743148159947,5.334006065516803,0,0,0,0,0,0,0,0,0,156.6161917237208,75.05141634608512,5.414882067990215,126.70016268321412,125.6415665037082,0.9772691882398092,7.242837844577995,0.3590905173659488,0.24323511895855854,-0.14245115034852818,0.30361334064697926,,0.9745893694312182,7.060752514752487,0.32570992310381836,0.2807918481285051,-0.17821908195686811,0.32117443262838213,,0.9760407471013063,7.178891655393384,0.3398530227058029,0.2656052969960517,-0.16612899986987517,0.3124220045343274,,0.9930040967419489,9.236837563059728,0.624138291976264,1.969656330645996,-0.3150757693348041,0.15148204291934841,,0.9881977747491355,8.720430241663138,0.35463494537676177,0.3027199180662772,-0.4420362281729365,0.21513512542455254,,0.9844894167308972,7.959237591362376,0.3374150356241333,0.1686979431470342,-0.1620691336805557,0.25276851911816794,,0.9900869949965896,8.927518666192439,0.2866296613199551,0.09964751106067987,-0.28814316419668184,0.1544709276020149,,0.9881232549618622,7.911597684191786,0.1922510470603773,0.2938168385911366,-0.5268063200131263,0.3102326674614856,,0.9929954036285136,9.161700895292816,0.29482076283456166,0.4650044688134828,-0.5114975088497145,0.27790302723255217,,0.9880445721912438,5.312598543824956,0.9612896313174564,2.6478086684531066,0.8788738980785968,1.6231518080050908,,0.9444412642571692,5.813548428216651,-0.006760766061862085,0.027991175608218045,-0.4758104016777596,0.23945172230678866,,0.9915333640150652,9.069116851615442,0.7665948165773373,1.1801381099010586,-1.8517114902757406e-05,0.18984719762170107,
1996-07-01,0.06,0.02,0.0,0.0,5.5213636363636365,5.150454545454545,5.297272727272727,157.0,75.3738,6.87,4.347408027754914,5.5,126.6,99.51134033252708,94.7,1996,3,7,44105.0,75.67572825661327,157.06099835319696,5.447579317327369,0,0,0,0,0,0,0,0,0,157.00407855554874,75.41550064139989,5.3892199955152575,126.91797853454536,126.43907435221912,0.977327586715224,7.2506371655810415,0.35915186360513074,0.24323635425026197,-0.1425028031920086,0.303480258873436,,0.974659249282367,7.064901841701045,0.32573715846081147,0.2808464549476861,-0.1782204504508729,0.32115529084093314,,0.9761113509295876,7.184723255339897,0.3399044726644946,0.26564760054426967,-0.1661587843226265,0.3123318876223399,,0.9930302294515135,9.238509561904015,0.6241876129907961,1.9688316110352355,-0.3150757240106035,0.15147751486801186,,0.9883773396541363,8.717975286896996,0.35353044292175,0.30084269222255483,-0.43982995725053436,0.21651418605325568,,0.9844866477155619,7.971763362571501,0.33721451453514534,0.16863434594932494,-0.16170709770975367,0.2518314678842046,,0.9906239049419205,8.936623890015706,0.28448256744432754,0.09806011036825274,-0.2856762871943589,0.1513736601038558,,0.9883470296265954,7.913476935539904,0.18677695409015702,0.29026931046985294,-0.527716221574475,0.31173755269046616,,0.9928934279142948,9.166368309190183,0.290529837001437,0.45608404440478284,-0.5113826388396755,0.2771205603594723,,0.9880978957955562,5.3175846276407865,0.9615027102131641,2.650800771045894,0.878752352974967,1.6245353490687826,,0.9440331067469651,5.808769051874476,-0.005298159251585232,0.028037699105385498,-0.47625158032387466,0.23992974582254717,,0.991543952001844,9.067043279843038,0.7666497585256072,1.1823380623061526,-1.8464359471466612e-05,0.18984711787610098,
1996-08-01,0.02,0.0,0.0,0.0,5.354545454545455,5.046818181818182,5.13,157.2,75.7557,6.64,4.386185058104118,5.1,125.8,99.5859380787546,95.3,1996,3,8,44210.333333333336,75.66862850137198,157.25436885907146,5.13678132304939,0,0,0,0,0,0,0,0,0,157.37937593299503,75.79751734698631,5.361022057503171,127.19891276911125,126.50047169651071,0.9772330597132314,7.256998300252197,0.3589564585556484,0.24294426389733328,-0.14221733728695501,0.30260789014813566,,0.9746249950085187,7.068375686464585,0.3256582871839978,0.28067336137128446,-0.17816754486142886,0.3209681922473074,,0.9760246255412047,7.1892079021160935,0.3397300791222244,0.26535173841679033,-0.16597758600050982,0.3119126588785087,,0.9930679570240233,9.240594128803075,0.623890163429107,1.9632676317277482,-0.3148708636567831,0.15155644107127983,,0.9883250566270828,8.714638328404092,0.35241483645037736,0.3032623644712775,-0.44212522040576946,0.22178253525910677,,0.984316210176615,7.981728460659918,0.3370274691628466,0.16839450369900513,-0.16087578807682942,0.2509875984949791,,0.9904857666901901,8.942733014796957,0.28139735453125253,0.09586301897763265,-0.2895095850647906,0.15186700448557688,,0.9877875066105389,7.907051984437794,0.17793325517433542,0.28421242652549317,-0.5331691246624036,0.31662359532820467,,0.9930409680849134,9.172705798353016,0.2853195947125919,0.4565275188462272,-0.5160867616785293,0.28145137738189785,,0.988133512482318,5.321426351771124,0.9615872576125923,2.6532554343945267,0.8790682146988871,1.6270216682614325,,0.9440668734254167,5.804496348403651,-0.005008879436877337,0.027961067931969764,-0.4759809932286834,0.23977108769585814,,0.991534686690642,9.065183865997527,0.7664822992964561,1.185245109954221,-2.260074017338053e-05,0.19125244799520474,
1996-09-01,0.0,0.0,0.02,0.0,5.5025,5.0915,5.2355,157.7,76.2302,6.83,4.412914995877288,5.2,126.0,99.6568573954343,94.7,1996,3,9,44315.66666666666,76.08301138597986,157.7258493461995,5.192305231581389,0,0,0,0,0,0,0,0,0,157.7369378590299,76.19135790832945,5.330042965190958,127.54054636934195,126.32853107888168,0.9773692909076765,7.264123743920772,0.35856860643033583,0.24232938606062512,-0.14269292373946954,0.3016015791688407,,0.9746898580516113,7.0723837043657305,0.3256141478287285,0.28058832819168505,-0.17829305823329716,0.3206816484927752,,0.9761367709826909,7.194678407661693,0.3395230630022057,0.26503188028816677,-0.16632699326187766,0.311363181371186,,0.9930693676595493,9.242377145124202,0.6221793156542764,1.9591832841517833,-0.31498845882099075,0.15062096156741417,,0.9882204073026764,8.70998841687186,0.3534117781439193,0.305045964737061,-0.44153225751176794,0.22054613285757044,,0.9844962647089469,7.992012875407433,0.3357060414564783,0.16721405182324267,-0.16180379294899874,0.2498984790324669,,0.9904383527718167,8.947830758958734,0.28208759127208405,0.09587040701574634,-0.2905611241838584,0.15232561112355764,,0.987957356712583,7.9044573407735905,0.174663066443314,0.2823369287024009,-0.5413155196502126,0.32453706892735923,,0.9930572567250974,9.178155109234298,0.2856731344824219,0.45695466595853224,-0.5202171143418224,0.28633797850321563,,0.9881608053533352,5.324258661689662,0.9616100571661406,2.6551789031727973,0.8791102758514799,1.6275620191056823,,0.9443898756408041,5.804426661100596,-0.005084119593077132,0.02799687203651978,-0.4756956518226,0.23945840831633794,,0.9915262189748133,9.063620086537727,0.7666617698296416,1.188387116391245,-2.7637491140928935e-05,0.1912524125179085,
1996-10-01,0.0,0.0,0.0,0.06,5.248636363636364,4.98590909090909,5.107727272727272,158.2,76.2157,6.53,4.46443552036352,5.2,127.9,99.72923813371229,96.5,1996,4,10,44421.0,76.16123964978891,158.15539473120606,5.270464981869271,0,0,0,0,0,0,0,0,0,158.0754003112391,76.59322470500352,5.296473678350512,127.93630796114634,127.66699249076488,0.9771984239785252,7.268827947697271,0.35784476093113027,0.2423779182536377,-0.143657110663867,0.3012818921391151,,0.9746541883650349,7.0758189109173015,0.3255439865831041,0.2806670413497008,-0.1784075713109171,0.3205377164503553,,0.9760801541535691,7.199113545302429,0.3393387436888235,0.26513710476815633,-0.16672843091486123,0.3112713977347537,,0.9930710419494169,9.243932317440697,0.6225657332879027,1.958253216252754,-0.31501485319104783,0.15061628406626257,,0.9884111178904912,8.709572983752654,0.35235515355870084,0.3032420081170597,-0.44059272765402596,0.21826929280481153,,0.984250899388261,7.998235140025306,0.3336029808201071,0.16560964097805314,-0.16481938815514025,0.24805329205231377,,0.9902141472953976,8.948761331387711,0.28250270634863567,0.09619441546622154,-0.29067846094144534,0.1521948743082652,,0.9879900113208784,7.902897326143324,0.1746322883443229,0.2824110310936423,-0.5434995112414466,0.3274758750115858,,0.9928491818527507,9.178888391136267,0.28197710238939694,0.43808070588533893,-0.5107657305725494,0.2745827299715038,,0.9881817801005618,5.3262097738640355,0.9616151369159246,2.6566174647975247,0.8791062125961334,1.6274389077027258,,0.9440978438580744,5.801064251543735,-0.005307832014744474,0.027924539936039897,-0.47571046715538434,0.23946029485116535,,0.9915185364124044,9.06240011430901,0.7668399451864091,1.1915066647266626,-2.7559418229838174e-05,0.19125237558751468,
1996-11-01,0.0,0.02,0.0,0.0,5.138421052631578,5.028421052631579,5.072631578947369,158.7,76.8973,6.2,4.524762181079702,5.4,127.9,99.8115366214825,99.2,1996,4,11,44477.333333333336,76.81050195314276,158.64650407232344,5.414964794941108,0,0,0,0,0,0,0,0,0,158.39722999846606,77.00194573586897,5.260733105846684,128.37601501318355,127.97813508393014,0.9771470665019731,7.27210362219126,0.3581355047465702,0.2426397624858369,-0.14416694120477047,0.3015377822926905,,0.9747204445631007,7.079731718175403,0.32550148812555574,0.28060645676359114,-0.17852373467634675,0.32052207766272367,,0.9760956288863688,7.203231638080521,0.3393805715543757,0.26518882775134456,-0.16687630063971232,0.31134699180575237,,0.9930729748811727,9.245331286031597,0.6229491788851248,1.9591940011911582,-0.3150147143741781,0.15063746234349187,,0.988185097309119,8.705631777943374,0.348650942561935,0.3044314514676954,-0.44253761389174034,0.22083274025847496,,0.9839341442413942,7.998138313533309,0.3351612526694609,0.16609096851099608,-0.16455725440559035,0.2480487729561295,,0.9899295838913981,8.944425381347184,0.2846133419291324,0.09672087006976067,-0.2904472497462536,0.15193524558715085,,0.9882368151882117,7.905954231716747,0.17403162070502184,0.27890244426149985,-0.5434176279891302,0.3296522672702178,,0.9928955084402897,9.179947583143887,0.2799571616190665,0.43793098811398373,-0.5148022466651063,0.2772040706291293,,0.9881969484119196,5.327366386641159,0.9615881971256012,2.657571835746743,0.8790609625114878,1.6269414790639551,,0.9434918462751458,5.789456934680771,-0.004287454471970624,0.028115716910544448,-0.4754469538847434,0.23929268127221087,,0.9915553441003547,9.062372588081542,0.7668493629413158,1.19156503622528,-1.627701415119413e-05,0.19202490238168818,
1996-12-01,0.02,0.0,0.0,0.0,5.182857142857143,4.910952380952381,5.043809523809524,159.1,77.3772,6.3,4.535860490519307,5.4,127.7,99.90001750394951,96.9,1996,4,12,44533.66666666666,77.24094694383751,159.0965525116956,5.354542309222617,0,0,0,0,0,0,0,0,0,158.70633058949522,77.4191599152273,5.223429104989368,128.84552533200613,128.15500710983585,0.977229241232161,7.2754818225097475,0.3580698017016183,0.2426090295782114,-0.14392971931727938,0.3015830449357833,,0.9746760766213045,7.082631524335554,0.32542185539011376,0.28050980463628805,-0.1786435612996912,0.32034815649237985,,0.9761166731315133,7.206893286050698,0.3393885582420147,0.2651858842370758,-0.16687266074319806,0.31135042439694777,,0.9930869346901217,9.2467298859723,0.623211743971596,1.9599113521031495,-0.3148054145142233,0.14978745754112985,,0.9880878223615605,8.70152179158253,0.3517791604351132,0.30868061658122153,-0.44442940840905615,0.22276466604289852,,0.9840911330912113,7.998949461658094,0.3343220987631026,0.16570857168473985,-0.1642338992672968,0.24837089426200915,,0.9900129395638984,8.942203199897945,0.2848408406344795,0.09679349998760968,-0.29018064254676623,0.152834774836763,,0.9882597627858837,7.909334517956412,0.17396086443419204,0.2789520172998334,-0.5443037974683543,0.333299833416925,,0.9929665453557223,9.181888810789609,0.2802578509700835,0.4372494255130282,-0.5136306828814414,0.27611929326888135,,0.9882038025459435,5.32782104787756,0.9615766191428584,2.658159352786052,0.8790803592079475,1.6270172501561764,,0.9444058413631372,5.792080368656524,-0.005584022186691874,0.028611167012211464,-0.47467406372068655,0.23931529426139905,,0.9915916953062932,9.063469768867238,0.7668493527244284,1.191607078843251,-9.651110143374354e-06,0.19202487261911824,
1997-01-01,0.0,0.0,0.06,0.02,5.301904761904762,5.033809523809524,5.103809523809524,159.4,77.5135,6.58,4.581582051044705,5.3,130.4,100.003652985864,97.4,1997,1,1,44590.0,77.58476327877653,159.28775673446452,5.290412049542264,0,0,0,0,0,0,0,0,0,159.00579020769558,77.84847516210323,5.184753699454231,129.33206542124935,130.88786177811716,0.9773623616406196,7.279435483304015,0.35806944302803234,0.24270644818682896,-0.14381726282484592,0.3013596647464197,,0.974795815072857,7.086449883597315,0.3252573937232995,0.2803449145715735,-0.17882198720994308,0.3198975457248349,,0.9762030867694571,7.210782772394937,0.33935948312656655,0.2651735428612095,-0.16685970018542126,0.3111817660574742,,0.993112544060601,9.248365641981463,0.623018094067161,1.9580966004729121,-0.31396691864317167,0.14929001422843166,,0.9881990874626803,8.700290166494838,0.35190011285817924,0.3089707526129933,-0.44255298213071037,0.22079315748349762,,0.9843839191408104,8.003087495802097,0.33434364985776466,0.16652183133036386,-0.16275208293376692,0.24750400355035845,,0.989844317515531,8.936592499421229,0.2844493347031969,0.09654150700351524,-0.2914939260203045,0.154339553010319,,0.9881640032788793,7.911296272605668,0.17384633505484992,0.278007469365084,-0.5430664354004159,0.3303689502836743,,0.9926482528633533,9.177546238076015,0.268758560210216,0.4172616292507026,-0.5029797902950623,0.27030455282828525,,0.988199412770103,5.32758014496289,0.9615201414564394,2.658316926079587,0.8790122768060097,1.6273218377965308,,0.9445064280638503,5.796464177965583,-0.005821551265824453,0.02845638720208762,-0.47574461957413133,0.24019858854654294,,0.9916275993557734,9.065422805170785,0.7668493425626293,1.191635625684983,-9.624076384002708e-06,0.19202484368698589,
1997-02-01,0.0,0.0,0.0,0.02,5.227894736842106,5.00578947368421,5.060526315789474,159.7,78.4255,6.42,4.6371306318958645,5.2,130.4,100.130670945937,99.7,1997,1,2,44794.333333333336,78.26495871942397,159.69119969095007,5.198693798760922,0,0,0,0,0,0,0,0,0,159.29762460834652,78.29405990994434,5.144704132029254,129.82606526685424,130.06766430669617,0.9773417445034871,7.282342284649511,0.3579393600896324,0.24243093143003314,-0.14389992865162946,0.30079038289736565,,0.9748135016526001,7.089950718776744,0.3252249425621095,0.28029798316290616,-0.1790247313271534,0.3196368888342868,,0.9762117796249627,7.214095211545216,0.3393279411853564,0.26508408096259767,-0.1669137531362948,0.31096795721990605,,0.9931378197259091,9.250187849432983,0.6230685404939376,1.95697642173059,-0.31396163466433863,0.1492898374194614,,0.987846207143703,8.69389614745159,0.3478413542612113,0.31318543885146655,-0.4425665994111952,0.22047302329301288,,0.9842686384612851,8.004555372375965,0.33304192566991525,0.16493965613981174,-0.16360370982501218,0.2466334722342837,,0.9896081218567232,8.926909930414359,0.28603808243166573,0.0978224246264622,-0.29114011639295295,0.1543075633921121,,0.9880613710698161,7.911767129284738,0.17456677064964105,0.2780344084551663,-0.5430677888068425,0.3303668346364788,,0.9926995650021893,9.174318683611867,0.2658220551241287,0.41581111268022763,-0.5145981318865707,0.28852953016214605,,0.9881761560988018,5.326520885911534,0.9614047762670375,2.6579348582881557,0.8789341930360464,1.6277574769845382,,0.9440391313801906,5.794326585592583,-0.005580060019463904,0.028743845693243845,-0.47506122925693867,0.2399567294294847,,0.991532734930584,9.065616224233919,0.761653437974987,1.1806420005646165,-2.9160323746240992e-05,0.19242540984889042,
1997-03-01,0.0,0.06,0.0,0.0,5.4705,5.144,5.2585,159.8,78.9197,6.69,4.630368228770264,5.2,130.8,100.267449835309,100.0,1997,1,3,44998.66666666666,78.9330719470589,159.8678534359168,5.160620674459014,0,0,0,0,0,0,0,0,0,159.5818143346923,78.76091973330567,5.1031042350732285,130.31600143594753,130.31226699652294,0.9775441412150776,7.287341753412756,0.35747080745956195,0.2419962980914072,-0.14433628719395597,0.29945647899504935,,0.9749318904698908,7.0943305333755955,0.32513824389941015,0.2802690346608811,-0.1791523082987075,0.31938154074197156,,0.9763817606473643,7.2190042247666675,0.3391138952194437,0.26498562892666205,-0.1670269512336564,0.31049056481168374,,0.9931857204845439,9.252549682346588,0.6218509224237818,1.9459808634655222,-0.313166832925439,0.148502695488125,,0.9877566056314833,8.687131743706544,0.35264208815548764,0.31965980949590567,-0.44630771589064566,0.22290920924071994,,0.9845291477378296,8.009612026925046,0.33144154262341413,0.16338315848076315,-0.16644019497268173,0.2436556969623369,,0.9898325058046911,8.922369443953436,0.28497602872007316,0.09716214849418062,-0.2906366700545617,0.15533924090825177,,0.9880927265057534,7.913123244951304,0.1745990014984366,0.27804453703624565,-0.5428015564202334,0.3308601852412602,,0.9926968146851245,9.171285802019874,0.26567436770812325,0.4163064727236081,-0.517387575290997,0.29183131521028727,,0.9881310133859966,5.324554167054507,0.9613758506076341,2.6577778937637544,0.879030125871304,1.628282382151013,,0.9442809074677153,5.79492633798117,-0.0054440752292575405,0.028751789986764843,-0.47523715110874,0.2403322630368394,,0.9914399629752756,9.064078251800284,0.7632641155907953,1.1785180408312375,-8.862241945947743e-05,0.1924253317055005,
1997-04-01,0.06,0.0,0.02,0.0,5.6440909090909095,5.162272727272728,5.370909090909091,159.9,78.9848,6.89,4.571824075300247,5.1,131.3,100.409155533789,101.4,1997,2,4,45203.0,79.1040774774958,159.85733990903293,5.050981290486839,0,0,0,0,0,0,0,0,0,159.8561055180906,79.24996407552297,5.059277190195773,130.789989439282,131.02104669320792,0.9776756020647355,7.293090746244563,0.3578346780025069,0.24215336922779748,-0.14453733697043925,0.29945768705281883,,0.9749735130890186,7.098635770943703,0.32515668755386157,0.2802855399885497,-0.17926142598477757,0.3193028194453015,,0.9764825639332627,7.224398107463293,0.3392830624944386,0.26507142460531896,-0.16717123920828839,0.310544423255056,,0.9932326176274008,9.25538897895124,0.6229772863556352,1.9380693167039413,-0.31316336566557185,0.14849997793734063,,0.9879262374599347,8.684504891499005,0.35220596290232026,0.31855646535571697,-0.4423456674666773,0.22154557365619607,,0.9847011379999681,8.016360223304051,0.33236635214047167,0.16341140207593707,-0.16696960934735638,0.24364470677044717,,0.9903977827912325,8.928552507553867,0.28459960327549977,0.09649643170602736,-0.28680276047813824,0.15179085617308719,,0.9879839298668984,7.913234946757197,0.17448067712477983,0.27835257023591364,-0.54302455609942,0.33148746596292405,,0.9926810423510002,9.16824203406997,0.2657231330694792,0.4174798316718726,-0.5172632121606748,0.2918530545029413,,0.9880633301863996,5.321619919837232,0.9613811914481123,2.658155808178733,0.8790478071242204,1.6284848782465162,,0.9441516943806063,5.795076518774624,-0.005359870557934269,0.028510362542962058,-0.4754063061795654,0.2404098141473832,,0.9913493532909219,9.061029627428177,0.7648444748884605,1.182663465886135,-8.837622820934776e-05,0.19242524949671477,
